Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
manyavar-men-self-design-nehru-jacket,MANYAVAR - Men Self Design Nehru Jacket,"<a href=""https://www.flipkart.com/manyavar-sleeveless-self-design-men-jacket/p/itm5e995bc347cb5?pid=JCKGWW8JUBHM47NR&amp;lid=LSTJCKGWW8JUBHM47NRQ6YPIH&amp;marketplace=FLIPKART&amp;q=nehru+jacket&amp;store=clo%2Fqvw%2Fz0g&amp;srno=s_1_2&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=2d833264-b35a-47dc-92be-7bf57988b662.JCKGWW8JUBHM47NR.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=9fdglh9ao00000001757154281070&amp;qH=e112ef82750dc375"">View Product</a>",MANYAVAR,,Nehru Jacket,"MANYAVAR, Nehru Jacket",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/m-1-no-jac367-302-manyavar-original-imagww8j6bpe4uka.jpg?v=1757154682,1,"",false,,,,kg,,,active
manyavar-men-printed-ethnic-jacket,MANYAVAR - Men Printed Ethnic Jacket,"<a href=""https://www.flipkart.com/manyavar-sleeveless-printed-men-jacket/p/itm5c41a94094dad?pid=JCKH77DFBGKV3XBG&amp;lid=LSTJCKH77DFBGKV3XBGZGTRCY&amp;marketplace=FLIPKART&amp;q=nehru+jacket&amp;store=clo%2Fqvw%2Fz0g&amp;srno=s_1_1&amp;otracker=search&amp;otracker1=search&amp;fm=organic&amp;iid=2d833264-b35a-47dc-92be-7bf57988b662.JCKH77DFBGKV3XBG.SEARCH&amp;ppt=None&amp;ppn=None&amp;ssid=9fdglh9ao00000001757154281070&amp;qH=e112ef82750dc375"">View Product</a>",MANYAVAR,,Nehru Jacket,"MANYAVAR, Nehru Jacket",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/l-no-jac438-316-manyavar-original-imah77dfmfgjasz4.jpg?v=1757154681,1,"",false,,,,kg,,,active
house-of-chikankari-peach-sequins-embroidered-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Peach Sequins Embroidered Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-peach-sequins-embroidered-regular-fit-long-kurta/p-mp000000027673593"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673585_658Wx734H_202508061735231.jpg?v=1757154602,1,"",false,,,,kg,,,active
fabindia-red-embroidered-mandarin-collar-kurta,FABINDIA -  Red Embroidered Mandarin Collar Kurta,"<a href=""https://luxury.tatacliq.com/fabindia-red-embroidered-mandarin-collar-kurta/p-mp000000012415397"">View Product</a>",FABINDIA,,Kurta,"FABINDIA, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,1400.00,,true,true,,,,,,,,,false,,,,kg,,,active
fabindia-beige-cotton-striped-slim-fit-kurta,FABINDIA -  Beige Cotton Striped Slim Fit Kurta,"<a href=""https://luxury.tatacliq.com/fabindia-beige-cotton-striped-slim-fit-kurta/p-mp000000012578301"">View Product</a>",FABINDIA,,Kurta,"FABINDIA, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,1300.00,,true,true,,,,,,,,,false,,,,kg,,,active
nicobar-chandni-chowk-kurta-white,NICOBAR -  Chandni Chowk Kurta - White,"<a href=""https://luxury.tatacliq.com/nicobar-chandni-chowk-kurta---white/p-mp000000026888140"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888132_658Wx734H_202506070833441.jpg?v=1757154598,1,"",false,,,,kg,,,active
nicobar-chandni-chowk-kurta-pink,NICOBAR -  Chandni Chowk Kurta - Pink,"<a href=""https://luxury.tatacliq.com/nicobar-chandni-chowk-kurta---pink/p-mp000000026888112"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888101_658Wx734H_202506070832541.jpg?v=1757154597,1,"",false,,,,kg,,,active
nicobar-chandni-chowk-kurta-navy,NICOBAR -  Chandni Chowk Kurta - Navy,"<a href=""https://luxury.tatacliq.com/nicobar-chandni-chowk-kurta---navy/p-mp000000026888107"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888094_658Wx734H_202506070832561.jpg?v=1757154596,1,"",false,,,,kg,,,active
nicobar-chandni-chowk-kurta-black,NICOBAR -  Chandni Chowk Kurta - Black,"<a href=""https://luxury.tatacliq.com/nicobar-chandni-chowk-kurta---black/p-mp000000026888165"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888149_658Wx734H_202506070834391.jpg?v=1757154595,1,"",false,,,,kg,,,active
nicobar-chandni-chowk-black-white-stripes,NICOBAR -  Chandni Chowk - Black & White Stripes,"<a href=""https://luxury.tatacliq.com/nicobar-chandni-chowk---black-&amp;-white-stripes/p-mp000000026888080"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888066_658Wx734H_202506070831531.jpg?v=1757154593,1,"",false,,,,kg,,,active
nicobar-pondicherry-kurta-black,NICOBAR -  Pondicherry Kurta - Black,"<a href=""https://luxury.tatacliq.com/nicobar-pondicherry-kurta---black/p-mp000000026888169"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888151_658Wx734H_202506070834401.jpg?v=1757154592,1,"",false,,,,kg,,,active
nicobar-comoros-kurta-blue-navy-stripes,NICOBAR -  Comoros Kurta - Blue & Navy Stripes,"<a href=""https://luxury.tatacliq.com/nicobar-comoros-kurta---blue-&amp;-navy-stripes/p-mp000000026888152"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888146_658Wx734H_202506070834431.jpg?v=1757154591,1,"",false,,,,kg,,,active
nicobar-pondicherry-kurta-navy,NICOBAR -  Pondicherry Kurta - Navy,"<a href=""https://luxury.tatacliq.com/nicobar-pondicherry-kurta---navy/p-mp000000026888119"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888121_658Wx734H_202506070833351.jpg?v=1757154591,1,"",false,,,,kg,,,active
nicobar-pondicherry-kurta-white,NICOBAR -  Pondicherry Kurta - White,"<a href=""https://luxury.tatacliq.com/nicobar-pondicherry-kurta---white/p-mp000000026888129"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888131_658Wx734H_202506070833401.jpg?v=1757154589,1,"",false,,,,kg,,,active
nicobar-pondicherry-kurta-pink,NICOBAR -  Pondicherry Kurta - Pink,"<a href=""https://luxury.tatacliq.com/nicobar-pondicherry-kurta---pink/p-mp000000026888137"">View Product</a>",NICOBAR,,Kurta,"Kurta, NICOBAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026888123_658Wx734H_202506070833341.jpg?v=1757154588,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-white-regular-fit-kurta,RIVAAR BY ROCKY STAR -  White Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-white-regular-fit-kurta/p-mp000000026597507"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597495_658Wx734H_202505152348301.jpg?v=1757154587,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-white-floral-regular-fit-kurta,RIVAAR BY ROCKY STAR -  White Floral Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-white-floral-regular-fit-kurta/p-mp000000026597520"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597523_658Wx734H_202505152349381.jpg?v=1757154586,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-peach-regular-fit-kurta,RIVAAR BY ROCKY STAR -  Peach Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-peach-regular-fit-kurta/p-mp000000026597515"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597517_658Wx734H_202505152349191.jpg?v=1757154585,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-ivory-embroidered-regular-fit-kurta,RIVAAR BY ROCKY STAR -  Ivory Embroidered Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-ivory-embroidered-regular-fit-kurta/p-mp000000026597483"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597483_658Wx734H_202505152348181.jpg?v=1757154583,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-black-floral-signature-regular-fit-kurta,RIVAAR BY ROCKY STAR -  Black Floral Signature Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-black-floral-signature-regular-fit-kurta/p-mp000000026597499"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597485_658Wx734H_202505152348261.jpg?v=1757154582,1,"",false,,,,kg,,,active
rivaar-by-rocky-star-black-floral-regular-fit-kurta,RIVAAR BY ROCKY STAR -  Black Floral Regular Fit Kurta,"<a href=""https://luxury.tatacliq.com/rivaar-by-rocky-star-black-floral-regular-fit-kurta/p-mp000000026597536"">View Product</a>",RIVAAR BY ROCKY STAR,,Kurta,"Kurta, RIVAAR BY ROCKY STAR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026597540_658Wx734H_202505152350181.jpg?v=1757154582,1,"",false,,,,kg,,,active
house-of-chikankari-green-sequins-embroidered-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Green Sequins Embroidered Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-green-sequins-embroidered-regular-fit-long-kurta/p-mp000000027673578"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673564_658Wx734H_202508061734471.jpg?v=1757154580,1,"",false,,,,kg,,,active
house-of-chikankari-blue-dobby-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Blue Dobby Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-blue-dobby-regular-fit-long-kurta/p-mp000000027673560"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673563_658Wx734H_202508061734441.jpg?v=1757154579,1,"",false,,,,kg,,,active
house-of-chikankari-maroon-dobby-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Maroon Dobby Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-maroon-dobby-regular-fit-long-kurta/p-mp000000027673575"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673561_658Wx734H_202508061734321.jpg?v=1757154578,1,"",false,,,,kg,,,active
house-of-chikankari-beige-sequins-embroidered-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Beige Sequins Embroidered Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-beige-sequins-embroidered-regular-fit-long-kurta/p-mp000000027673569"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673569_658Wx734H_202508061734431.jpg?v=1757154575,1,"",false,,,,kg,,,active
house-of-chikankari-peach-dobby-regular-fit-long-kurta,HOUSE OF CHIKANKARI -  Peach Dobby Regular Fit Long Kurta,"<a href=""https://luxury.tatacliq.com/house-of-chikankari-peach-dobby-regular-fit-long-kurta/p-mp000000027673574"">View Product</a>",HOUSE OF CHIKANKARI,,Kurta,"HOUSE OF CHIKANKARI, Kurta",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027673553_658Wx734H_202508061734271.jpg?v=1757154574,1,"",false,,,,kg,,,active
oblvlo-rx-dy-series-men-40-mm,OBLVLO - RX DY Series Men 40 mm,"<a href=""https://luxury.tatacliq.com/oblvlo-rx-dy-series-quartz-chronograph-men-40-mm-rx-dy-ywys/p-mp000000027240979"">View Product</a>",OBLVLO,,Analog Watch,"Analog Watch, OBLVLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,34995.00,69990.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027240979_658Wx734H_202507041750441.jpg?v=1757150334,1,"",false,,,,kg,,,active
maserati-r8871612024-traguardo-blue-dial-watch-for-men,MASERATI - R8871612024 Traguardo Blue Dial Watch for Men,"<a href=""https://luxury.tatacliq.com/maserati-r8871612024-traguardo-blue-dial-watch-for-men/p-mp000000006177323"">View Product</a>",MASERATI,,Analog Watch,"Analog Watch, MASERATI",true,Title,Default Title,,,,,,,,,0.0,,99,deny,manual,20800.00,32000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000006177323_658Wx734H_20191221013217.jpg?v=1757150335,1,"",false,,,,kg,,,active
seiko-srpe53k1-5-sports-watch-for-men,SEIKO - SRPE53K1 5 Sports Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-srpe53k1-5-sports-watch-for-men/p-mp000000008820377"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,22500.00,25000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000008820377_658Wx734H_202102181746381.jpg?v=1757150333,1,"",false,,,,kg,,,active
citizen-bm7630-80e-eco-drive-analog-watch-for-men,CITIZEN - BM7630-80E Eco-Drive Analog Watch for Men,"<a href=""https://luxury.tatacliq.com/citizen-bm7630-80e-eco-drive-analog-watch-for-men/p-mp000000023229992"">View Product</a>",CITIZEN,,Analog Watch,"Analog Watch, CITIZEN",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,22950.00,25500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000023229992_658Wx734H_202408171722391.jpg?v=1757150331,1,"",false,,,,kg,,,active
seiko-srpd55k1-5-sports-watch-for-men,SEIKO - SRPD55K1 5 Sports Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-srpd55k1-5-sports-watch-for-men/p-mp000000006812381"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,27000.00,30000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000006812381_658Wx734H_202108111833471.jpg?v=1757150330,1,"",false,,,,kg,,,active
roberto-cavalli-rc5g091m0065-uomo-trend-analog-watch-for-men,ROBERTO CAVALLI - RC5G091M0065 Uomo Trend Analog Watch for Men,"<a href=""https://luxury.tatacliq.com/roberto-cavalli-rc5g091m0065-uomo-trend-analog-watch-for-men/p-mp000000020920378"">View Product</a>",ROBERTO CAVALLI,,Analog Watch,"Analog Watch, ROBERTO CAVALLI",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,27625.00,32500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000020920378_658Wx734H_202401252002491.jpg?v=1757150329,1,"",false,,,,kg,,,active
seiko-srpd65k1-5-sports-watch-for-men,SEIKO - SRPD65K1 5 Sports Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-srpd65k1-5-sports-watch-for-men/p-mp000000006812371"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,29700.00,33000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000006812371_658Wx734H_202108111831461.jpg?v=1757150327,1,"",false,,,,kg,,,active
swatch-boxengasse-men-43-mm,SWATCH - Boxengasse Men 43 mm,"<a href=""https://luxury.tatacliq.com/swatch-boxengasse-quartz-chronograph-men-43-mm-yvs423gc/p-mp000000026711057"">View Product</a>",SWATCH,,Analog Watch,"Analog Watch, SWATCH",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,21000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026711057_658Wx734H_202505221730161.jpg?v=1757150326,1,"",false,,,,kg,,,active
maserati-r8871642003-lifestyle-chronograph-watch-for-men,MASERATI - R8871642003 Lifestyle Chronograph Watch for Men,"<a href=""https://luxury.tatacliq.com/maserati-r8871642003-lifestyle-chronograph-watch-for-men/p-mp000000019636717"">View Product</a>",MASERATI,,Analog Watch,"Analog Watch, MASERATI",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,25025.00,38500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000019636717_658Wx734H_202310122146431.jpg?v=1757150325,1,"",false,,,,kg,,,active
seiko-ssk033k1-5-sports-skx-gmt-automatic-watch-for-men,SEIKO - SSK033K1 5 Sports SKX GMT Automatic Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-ssk033k1-5-sports-skx-gmt-automatic-watch-for-men/p-mp000000023830470"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,40500.00,45000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000023830470_658Wx734H_202409251159521.jpg?v=1757150323,1,"",false,,,,kg,,,active
citizen-nj0153-82x-automatic-watch-for-men,CITIZEN - NJ0153-82X Automatic Watch for Men,"<a href=""https://luxury.tatacliq.com/citizen-nj0153-82x-automatic-watch-for-men/p-mp000000018819808"">View Product</a>",CITIZEN,,Analog Watch,"Analog Watch, CITIZEN",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,37710.00,41900.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000018819808_658Wx734H_202308191319041.jpg?v=1757150322,1,"",false,,,,kg,,,active
tissot-xl-men-45mm,TISSOT - XL Men 45mm,"<a href=""https://luxury.tatacliq.com/tissot-chrono-xl-classic-men-45mm-t1166172209100/p-mp000000008487157"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,46500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000008487157_658Wx734H_202111201616021.jpg?v=1757150321,1,"",false,,,,kg,,,active
tissot-pr-100-men-40mm,TISSOT - PR 100 Men 40mm,"<a href=""https://luxury.tatacliq.com/tissot-pr-100-men-40mm-t1504101104100/p-mp000000019342207"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,30500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000019342207_658Wx734H_202309220047361.jpg?v=1757150320,1,"",false,,,,kg,,,active
seiko-srpd63k1-5-sports-watch-for-men,SEIKO - SRPD63K1 5 Sports Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-srpd63k1-5-sports-watch-for-men/p-mp000000008883709"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,27000.00,30000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000008883709_658Wx734H_202104132322381.jpg?v=1757150319,1,"",false,,,,kg,,,active
tissot-prx-men-40mm,TISSOT - PRX Men 40mm,"<a href=""https://luxury.tatacliq.com/tissot-prx-men-40mm-t1374101104100/p-mp000000009668289"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,39000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000009668289_658Wx734H_202111201624551.jpg?v=1757150317,1,"",false,,,,kg,,,active
seiko-new-5-sports-gmt-asian-limited-edition-men-42-5-mm,SEIKO - New 5 Sports GMT Asian Limited Edition Men 42.5 mm,"<a href=""https://luxury.tatacliq.com/seiko-new-5-sports-gmt-asian-limited-edition-automatic-men-42.5-mm-ssk046k1/p-mp000000025605130"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,42300.00,47000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025605130_658Wx734H_202505141830111.jpg?v=1757150316,1,"",false,,,,kg,,,active
tissot-prs-516-men-45-mm,TISSOT - PRS 516 Men 45 mm,"<a href=""https://luxury.tatacliq.com/tissot-prs-516-t-sport-swiss-chronograph-men-45-mm/p-mp000000009668283"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,99,deny,manual,49500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000009668283_658Wx734H_202411090026061.jpg?v=1757150315,1,"",false,,,,kg,,,active
earnshaw-es-8225-06-fowler-bridge-automatic-watch-for-men,EARNSHAW - ES-8225-06 Fowler Bridge Automatic Watch for Men,"<a href=""https://luxury.tatacliq.com/earnshaw-es-8225-06-fowler-bridge-automatic-watch-for-men/p-mp000000018617689"">View Product</a>",EARNSHAW,,Analog Watch,"Analog Watch, EARNSHAW",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,24975.00,49950.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000018617689_658Wx734H_202308171915451.jpg?v=1757150314,1,"",false,,,,kg,,,active
seiko-ssk035k1-5-sports-skx-gmt-automatic-watch-for-men,SEIKO - SSK035K1 5 Sports SKX GMT Automatic Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-ssk035k1-5-sports-skx-gmt-automatic-watch-for-men/p-mp000000023678426"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,40499.00,45000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000023678426_658Wx734H_202409172054171.jpg?v=1757150313,1,"",false,,,,kg,,,active
tissot-t1434101603300-t-classic-everytime-swiss-analog-watch-for-men,TISSOT - T1434101603300 T-Classic Everytime Swiss Analog Watch for Men,"<a href=""https://luxury.tatacliq.com/tissot-t1434101603300-t-classic-everytime-swiss-analog-watch-for-men/p-mp000000019824979"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,26500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000019824979_658Wx734H_202310271354371.jpg?v=1757150312,1,"",false,,,,kg,,,active
seiko-ssk003k1-skx-sports-style-blueberry-gmt-re-interpretation-watch-for-men,SEIKO - SSK003K1 SKX Sports Style 'Blueberry' GMT Re-Interpretation Watch for Men,"<a href=""https://luxury.tatacliq.com/seiko-ssk003k1-skx-sports-style-'blueberry'-gmt-re-interpretation-watch-for-men/p-mp000000014368254"">View Product</a>",SEIKO,,Analog Watch,"Analog Watch, SEIKO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,40500.00,45000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000014368254_658Wx734H_202209081736371.jpg?v=1757150310,1,"",false,,,,kg,,,active
tissot-t1434101103300-t-classic-everytime-swiss-analog-watch-for-men,TISSOT - T1434101103300 T-Classic Everytime Swiss Analog Watch for Men,"<a href=""https://luxury.tatacliq.com/tissot-t1434101103300-t-classic-everytime-swiss-analog-watch-for-men/p-mp000000019824978"">View Product</a>",TISSOT,,Analog Watch,"Analog Watch, TISSOT",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,30000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000019824978_658Wx734H_202310271354381.jpg?v=1757150309,1,"",false,,,,kg,,,active
